,GENECARDS,ID
967,IDUA,P35475
968,ZBTB49,Q6ZSB9
969,UBE2K,P61086
970,OCIAD1,Q9NX40
971,KCTD20,Q7Z5Y7
972,WWP1,Q9H0M0
973,EDA,Q92838
974,GABRB1,P18505
975,CCT2,P78371
976,MAPK1IP1L,Q8NDC0
977,PARP8,Q8N3A8
978,C8orf44-SGK3,Q96BR1
979,PPFIA4,O75335
980,FMN2,Q9NZ56
981,CARNS1,A5YM72
982,TPCN2,Q8NHX9
983,RNF121,Q9H920
984,HTR3B,O95264
985,GRIK4,Q16099
986,YEATS4,O95619
987,USP30,Q70CQ3
988,MTUS2,Q5JR59
989,NUBPL,Q8TB37
990,CHURC1-FNTB,B4DL54
991,CHURC1-FNTB,H0YIM3
992,CHURC1-FNTB,H0YIM9
993,CHURC1-FNTB,H0YJ25
994,IFI27L1,Q96BM0
995,SMAD3,P84022
996,UBE2Q2,Q8WVN8
997,PDXDC1,Q6P996
998,PRPSAP2,O60256
999,DOK6,Q6PKX4
1000,IAH1,Q2TAA2
1001,CRIM1,Q9NZV1
1002,DNAH6,Q9C0G6
1003,MRPS9,P82933
1004,CCDC138,Q96M89
1005,FBLN7,Q53RD9
1006,PRNP,F7VJQ1
1007,PRNP,P04156
1008,DIP2A,Q14689
1009,TAB1,Q15750
1010,MAP3K13,O43283
1011,MAN2B2,Q9Y2E5
1012,NFKB1,P19838
1013,NIM1K,Q8IY84
1014,NDST1,P52848
1015,NSD1,Q96L73
1016,TBC1D22B,Q9NU19
1017,MRAP2,Q96G30
1018,KIF25,Q9UIL4
1019,TSPAN13,O95857
1020,ACTR3B,Q9P1U1
1021,STXBP1,P61764
1022,TBC1D15,Q8TC07
1023,ILF3,Q12906
1024,CEP250,Q9BV73
1025,ATG7,O95352
1026,PHF14,O94880
1027,TRIM32,Q13049
1028,DCAF6,Q58WW2
1029,PPFIBP2,Q8ND30
1030,ARNTL,O00327
1031,MCF2L,O15068
1032,IFT43,Q96FT9
1033,INF2,Q27J81
1034,CASC4,Q6P4E1
1035,BLM,P54132
1036,NLK,Q9UBE8
1037,EVC,P57679
1038,PLS3,P13797
1039,SNX7,Q9UNH6
1040,GPR158,Q5T848
1041,CCSER2,Q9H7U1
1042,WBP1L,Q9NX94
1043,KLC2,Q9H0B6
1044,METTL25,Q8N6Q8
1045,TDG,Q13569
1046,SRSF5,Q13243
1047,DUS2,Q9NX74
1048,ADORA2B,P29275
1049,PSMG2,Q969U7
1050,LSM14A,Q8ND56
1051,PMS1,P54277
1052,MFSD6,Q6ZSS7
1053,NOP58,Q9Y2X3
1054,PSMD1,Q99460
1055,RALGAPB,Q86X10
1056,CACNA1I,Q9P0X4
1057,RASA2,Q15283
1058,ZNF141,Q15928
1059,CWH43,Q9H720
1060,RUFY3,Q7L099
1061,PRIMPOL,Q96LW4
1062,SFXN1,Q9H9B4
1063,HTR1E,P28566
1064,SNTG1,Q9NSN8
1065,SMC5,Q8IY18
1066,SYT14,Q8NB59
1067,MGAT5,Q09328
1068,SPECC1L,Q69YQ0
1069,PPCS,Q9HAB8
1070,MSH4,O15457
1071,MARCH1,Q8TCQ1
1072,EFCAB2,Q5VUJ9
1073,OR2L13,Q8N349
1074,STIM1,Q13586
1075,RAB21,Q9UL25
1076,FRY,Q5TBA9
1077,PARP2,Q9UGN5
1078,SNX29P2,Q8IUI4
1079,ZNF471,Q9BX82
1080,PTPRA,P18433
1081,NCAM2,O15394
1082,SGSM1,Q2NKQ1
1083,SAMM50,Q9Y512
1084,DOCK3,Q8IZD9
1085,EEFSEC,P57772
1086,RAB7A,P51149
1087,DNAJC21,Q5F1R6
1088,LARP1,Q6PKG0
1089,ADGRB3,O60242
1090,C7orf26,Q96N11
1091,VPS13A,Q96RL7
1092,ZNF157,P51786
1093,FAM20B,O75063
1094,IPO7,O95373
1095,MRPL42,Q9Y6G3
1096,METTL22,Q9BUU2
1097,SPNS1,Q9H2V7
1098,TBC1D1,Q86TI0
1099,ADGRV1,Q8WXG9
1100,CAST,P20810
1101,ZFAND3,Q9H8U3
1102,RPL7L1,Q6DKI1
1103,KCNQ5,Q9NR82
1104,DPYSL2,Q16555
1105,DCAF13,Q9NV06
1106,TBC1D31,Q96DN5
1107,SWT1,Q5T5J6
1108,CD46,P15529
1109,RPS6KC1,Q96S38
1110,RET,P07949
1111,CNNM2,Q9H8M5
1112,PDCD11,Q14690
1113,SIPA1,Q96FS4
1114,CAND1,Q86VP6
1115,ANKRD13A,Q8IZ07
1116,RGS6,P49758
1117,CD276,Q5ZPR3
1118,GLIS2,Q9BZE0
1119,PDK2,Q15119
1120,LLGL2,Q6P1M3
1121,SEH1L,Q96EE3
1122,CNN2,Q99439
1123,MARCH2,Q9P0N8
1124,FASTKD2,Q9NYY8
1125,UNC80,Q8N2C7
1126,SPAG16,Q8N0X2
1127,CD40,P25942
1128,NCOA3,Q9Y6Q9
1129,LSM14B,Q9BX40
1130,USP25,Q9UHP3
1131,MARCH6,O60337
1132,ATG10,Q9H0Y0
1133,CDKAL1,Q5VV42
1134,RNF8,O76064
1135,LINC00271,P0C7V0
1136,IRF5,Q13568
1137,SLC25A37,Q9NYZ2
1138,PHF20L1,A8MW92
1139,FKTN,O75072
1140,HEPH,Q9BQS7
1141,CHIC1,Q5VXU3
1142,CD4,P01730
1143,PYROXD1,Q8WU10
1144,APAF1,O14727
1145,PRPF39,Q86UA1
1146,VRK1,Q99986
1147,DNAAF1,Q8NEP3
1148,EMID1,Q96A84
1149,CHL1,O00533
1150,PIK3CA,P42336
1151,RBM27,Q9P2N5
1152,MTBP,Q96DY7
1153,KANK1,Q14678
1154,ZBTB43,O43298
1155,ZFX,P17010
1156,ATP7A,Q04656
1157,ALG13,Q9NP73
1158,RAVER2,Q9HCJ3
1159,TNKS2,Q9H2K2
1160,PI4K2A,Q9BTU6
1161,PHRF1,Q9P1Y6
1162,ZMYM2,Q9UBW7
1163,GTF2F2,P13984
1164,PHLPP1,O60346
1165,ZNF589,Q86UQ0
1166,SORCS2,Q96PQ0
1167,DCK,P27707
1168,SUB1,P53999
1169,MAGED2,Q9UNF1
1170,MAMLD1,Q13495
1171,HOOK1,Q9UJC3
1172,ADK,P55263
1173,FAR1,Q8WVX9
1174,PRDM11,Q9NQV5
1175,SLC22A9,Q8IVM8
1176,DRAM1,Q8N682
1177,SETDB2,Q96T68
1178,LGALS3,P17931
1179,MRPL4,Q9BYD3
1180,PGLS,O95336
1181,NCOA1,Q15788
1182,EML6,Q6ZMW3
1183,ARHGAP25,P42331
1184,PLCL1,Q15111
1185,RBCK1,Q9BYM8
1186,CHMP4B,Q9H444
1187,CNTN6,Q9UQ52
1188,UBE2E1,P51965
1189,KALRN,O60229
1190,IPO11,Q9UI26
1191,ADAMTS19,Q8TE59
1192,VKORC1L1,Q8N0U8
1193,GAPVD1,Q14C86
1194,C9orf16,Q9BUW7
1195,RNF220,Q5VTB9
1196,UQCRH,P07919
1197,DNAH14,Q0VDD8
1198,ACADSB,P45954
1199,ARID2,Q68CP9
1200,IFT88,Q13099
1201,BRMS1L,Q5PSV4
1202,SLC5A11,Q8WWX8
1203,ZNF276,Q8N554
1204,PRR29,P0C7W0
1205,RAB27B,O00194
1206,SNX25,Q9H3E2
1207,C5orf64,Q2M2E5
1208,RASA1,P20936
1209,INMT,O95050
1210,PHTF2,Q8N3S3
1211,USP20,Q9Y2K6
1212,FKBP10,Q96AY3
1213,URI1,O94763
1214,TNFRSF1B,P20333
1215,PPM1B,O75688
1216,OXSR1,O95747
1217,ACO1,P21399
1218,VAMP3,Q15836
1219,SZRD1,Q7Z422
1220,AMPD3,Q01432
1221,CYP46A1,Q9Y6A2
1222,PIGL,Q9Y2B2
1223,TMEM43,Q9BTV4
1224,CELF2,O95319
1225,USP35,Q9P2H5
1226,ACAT1,P24752
1227,TMTC2,Q8N394
1228,PDS5B,Q9NTI5
1229,WBP4,O75554
1230,NEO1,Q92859
1231,SPIRE2,Q8WWL2
1232,DNAH9,Q9NYC9
1233,SPECC1,Q5M775
1234,CNDP1,Q96KN2
1235,STAMBP,O95630
1236,HAT1,O14929
1237,TRPM2,O94759
1238,CYTH4,Q9UIA0
1239,TPRXL,Q17RH7
1240,IFT122,Q9HBG6
1241,FYTTD1,Q96QD9
1242,NDUFAF2,Q8N183
1243,ZNF815P,A8K554
1244,ANKIB1,Q9P2G1
1245,IFRD1,O00458
1246,MTF2,Q9Y483
1247,CFHR4,Q92496
1248,LGALS8,O00214
1249,TMEM151A,Q8N4L1
1250,CTTN,Q14247
1251,ZNF740,Q8NDX6
1252,CRADD,P78560
1253,RBFOX1,Q9NWB1
1254,NEDD4L,Q96PU5
1255,ZNF236,Q9UL36
1256,PRMT1,Q99873
1257,NIF3L1,Q9GZT8
1258,CABIN1,Q9Y6J0
1259,KBTBD12,Q3ZCT8
1260,UBA5,Q9GZZ9
1261,SPEF2,Q9C093
1262,YTHDC2,Q9H6S0
1263,RAMP3,O60896
1264,FDFT1,P37268
1265,LRRCC1,Q9C099
1266,EIF2S1,P05198
1267,C1QA,P02745
1268,ZFYVE9,O95405
1269,MPZL1,O95297
1270,UNC5B,Q8IZJ1
1271,NLRC5,Q86WI3
1272,DHX40,Q8IX18
1273,HMSD,A8MTL9
1274,HMSD,P0C7T4
1275,SPOPL,Q6IQ16
1276,GAL3ST2,Q9H3Q3
1277,BBX,Q8WY36
1278,TAB2,Q9NYJ8
1279,RHBDD2,Q6NTF9
1280,GRM3,Q14832
1281,DUS4L,O95620
1282,NRF1,Q16656
1283,C1S,P09871
1284,GSTZ1,O43708
1285,ATF7IP2,Q5U623
1286,CACNG6,Q9BXT2
1287,C2orf74,A8MZ97
1288,GMCL1,Q96IK5
1289,RABL2A,Q9UBK7
1290,TRAF3IP1,Q8TDR0
1291,CDH26,Q8IXH8
1292,TRMU,O75648
1293,MLH1,P40692
1294,BMPR1B,O00238
1295,RWDD1,Q9H446
1296,RIMS2,Q9UQ26
1297,LRRIQ1,Q96JM4
1298,ALDH2,P05091
1299,GLCE,O94923
1300,PDE8A,O60658
1301,CDH5,P33151
1302,ZFP90,Q8TF47
1303,ME2,P23368
1304,UBE2E3,Q969T4
1305,HEXB,P07686
1306,UNC5A,Q6ZN44
1307,OGDH,Q02218
1308,OSTF1,Q92882
1309,PCDH11Y,Q9BZA8
1310,TRAF5,O00463
1311,CMAS,Q8NFW8
1312,NF1,P21359
1313,RAPGEF4,Q8WZA2
1314,ZNF804A,Q7Z570
1315,NIT2,Q9NQR4
1316,ST6GAL1,P15907
1317,PARM1,Q6UWI2
1318,PAIP2,Q9BPZ3
1319,PACSIN1,Q9BY11
1320,DSE,Q9UL01
1321,ABRACL,Q9P1F3
1322,UMAD1,C9J7I0
1323,CA5BP1,Q8WTZ4
1324,CCDC30,Q5VVM6
1325,CACNB2,Q08289
1326,PDE4B,Q07343
1327,CCDC84,Q86UT8
1328,GALNT16,Q8N428
1329,WDR83,Q9BRX9
1330,CEACAM19,Q7Z692
1331,COMMD1,Q8N668
1332,SP100,P23497
1333,RBM6,P78332
1334,TF,P02787
1335,RBPJ,Q06330
1336,BDP1,A6H8Y1
1337,GABRG2,P18507
1338,RAB32,Q13637
1339,ZDHHC14,Q8IZN3
1340,DBF4,Q9UBU7
1341,BEAN1,Q3B7T3
1342,MAPRE3,Q9UPY8
1343,EIF2A,Q9BY44
1344,PPWD1,Q96BP3
1345,RASGRF2,O14827
1346,NLGN4Y,Q8NFZ3
1347,ZNF324B,Q6AW86
1348,CCNT2,O60583
1349,GALNT7,Q86SF2
1350,CPT2,P23786
1351,RAD51AP1,Q96B01
1352,GPR137C,Q8N3F9
1353,GTF2H2C,Q6P1K8
1354,TMCO3,Q6UWJ1
1355,ZNF623,O75123
1356,ZCCHC7,Q8N3Z6
1357,IPO5,O00410
1358,TUBGCP5,Q96RT8
1359,C2orf69,Q8N8R5
1360,DDX25,Q9UHL0
1361,PLCG1,P19174
1362,PCMT1,P22061
1363,LRRC8D,Q7L1W4
1364,EFNA3,P52797
1365,KIAA0232,Q92628
1366,RNF11,Q9Y3C5
1367,CTDP1,Q9Y5B0
1368,RRP15,Q9Y3B9
1369,PPP2R5A,Q15172
1370,ATM,Q13315
1371,PPP1R7,Q15435
1372,CCNL2,Q96S94
1373,MRPL20,Q9BYC9
1374,ALDH4A1,P30038
1375,AHDC1,Q5TGY3
1376,MECR,Q9BV79
1377,ZBTB8OS,Q8IWT0
1378,PHTF1,Q9UMS5
1379,CSDE1,O75534
1380,GDAP2,Q9NXN4
1381,STX6,O43752
1382,UCHL5,Q9Y5K5
1383,LRRN2,O75325
1384,TARBP1,Q13395
1385,GDI2,P50395
1386,CCDC3,Q9BQI4
1387,TIMM23,O14925
1388,FRA10AC1,Q70Z53
1389,MMS19,Q96T76
1390,DENND5A,Q6IQ26
1391,FBXO3,Q9UK99
1392,FOLH1,Q04609
1393,ME3,Q16798
1394,CCDC82,Q8N4S0
1395,TMPRSS5,Q9H3S3
1396,KIRREL3,Q8IZU9
1397,DDX23,Q9BUQ8
1398,PPP1R1A,Q13522
1399,NDUFA12,Q9UI09
1400,COQ5,Q5HYK3
1401,DIABLO,Q9NR28
1402,MTRF1,O75570
1403,ESD,P10768
1404,DLEU7,Q6UYE1
1405,DZIP1,Q86YF9
1406,RBM23,Q86U06
1407,TXNDC16,Q9P2K2
1408,HERC2P3,Q9BVR0
1409,NIPA2,Q8N8Q9
1410,ANKS3,Q6ZW76
1411,NOMO2,Q5JPE7
1412,SHCBP1,Q8NEM2
1413,C16orf87,Q6PH81
1414,BBS2,Q9BXC9
1415,FAM192A,Q9GZU8
1416,CNOT1,A5YKK6
1417,CMC2,Q9NRP2
1418,MVD,P53602
1419,DBNDD1,Q9H9R9
1420,ZSWIM7,Q19AV6
1421,POLDIP2,Q9Y2S7
1422,SDF2,Q99470
1423,HDAC5,Q9UQL6
1424,JMJD6,Q6NYC1
1425,SMAD2,Q15796
1426,SUGP2,Q8IX01
1427,ZNF781,Q8N8C0
1428,SIRT2,Q8IXJ6
1429,FBL,P22087
1430,TTC9B,Q8N6N2
1431,MYPOP,Q86VE0
1432,FUZ,Q9BT04
1433,PPP6R1,Q9UPN7
1434,SMC6,Q96SB8
1435,XPO1,O14980
1436,WDPCP,O95876
1437,RNF103-CHMP3,A0A140T963
1438,ACVR1,Q04771
1439,CHN1,P15882
1440,SUMO1,P63165
1441,C2orf80,Q0P641
1442,THAP4,Q8WY91
1443,DTYMK,P23919
1444,DPM1,O60762
1445,HLCS,P50747
1446,LSS,P48449
1447,C1QTNF6,Q9BXI9
1448,TBC1D5,Q92609
1449,ANO10,Q9NW15
1450,RHOA,P61586
1451,ZNF717,Q9BY31
1452,STX19,Q8N4C7
1453,B4GALT4,O60513
1454,ATR,Q13535
1455,APOD,P05090
1456,BDH1,Q02338
1457,LDB2,O43679
1458,ARAP2,Q8WZ64
1459,CENPC,Q03188
1460,C4orf36,Q96KX1
1461,RNF175,Q8N4F7
1462,REEP5,Q00765
1463,FEM1C,Q96JP0
1464,H2AFY,O75367
1465,LARS,Q9P2J5
1466,FAM193B,Q96PV7
1467,KHDRBS2,Q5VWX1
1468,ME1,P48163
1469,PPIL6,Q8IXY8
1470,FYN,P06241
1471,SOGA3,Q5TF21
1472,SHPRH,Q149N8
1473,MICALL2,Q8IY33
1474,PSPH,P78330
1475,BCL7B,Q9BQE9
1476,SLC25A40,Q8TBP6
1477,TAF6,P49848
1478,NRCAM,Q92823
1479,ERICH1,Q86X53
1480,PNMA2,Q9UL42
1481,MRPL13,Q9BYD1
1482,ATAD2,Q6PL18
1483,VPS28,Q9UK41
1484,CBWD1,Q9BRT8
1485,KIF27,Q86VH2
1486,AUH,Q13825
1487,PSMD5,Q16401
1488,CIZ1,Q9ULV3
1489,MAOB,P27338
1490,LAS1L,Q9Y4W2
1491,IDS,P22304
1492,RENBP,P51606
1493,GNB1,P62873
1494,CHD5,Q8TDI0
1495,ADGRB2,O60241
1496,SHC1,P29353
1497,YY1AP1,Q9H869
1498,DCAF8,Q5TAQ9
1499,TMCO1,Q9UM00
1500,DNAJC1,Q96KC8
1501,ANXA7,P20073
1502,SEC31B,Q9NQW1
1503,SHTN1,A0MZ66
1504,RAB6A,P20340
1505,IFT46,Q9NQC8
1506,C12orf76,Q8N812
1507,RILPL1,Q5EBL4
1508,USP12,O75317
1509,UGGT2,Q9NYU1
1510,ACTN1,P12814
1511,FBLN5,Q9UBX5
1512,RFX7,Q2KHR2
1513,HEXA,P06865
1514,SCAPER,Q9BY12
1515,SNRPA1,P09661
1516,XPO6,Q96QU8
1517,SULT1A1,P50225
1518,HYDIN,Q4G0P3
1519,DERL2,Q9GZP9
1520,DVL2,O14641
1521,UTP6,Q9NYH9
1522,OSBPL1A,Q9BXW6
1523,CBARP,Q8N350
1524,PIP5K1C,O60331
1525,MEF2B,Q02080
1526,LGI4,Q8N135
1527,ZNF428,Q96B54
1528,HNRNPLL,Q8WVV9
1529,USP34,Q70CQ2
1530,CCDC93,Q567U6
1531,ZNF385B,Q569K4
1532,TMEFF2,Q9UIK5
1533,SERPINE2,P07093
1534,SNX5,Q9Y5X3
1535,TMEM50B,P56557
1536,GGT5,P36269
1537,SUN2,Q9UH99
1538,RRP7A,Q9Y3A4
1539,RPN1,P04843
1540,CEP70,Q8NHQ1
1541,ZBBX,A8MT70
1542,PPP2R2C,Q9Y2T4
1543,QDPR,P09417
1544,SGCB,Q16585
1545,GLRA3,O75311
1546,TTC33,Q6PID6
1547,DTWD2,Q8NBA8
1548,FAM153A,Q9UHL3
1549,COQ3,Q9NZJ6
1550,SGK1,O00141
1551,RNASET2,O00584
1552,TOMM7,Q9P0U1
1553,FAM133B,Q5BKY9
1554,KIF13B,Q9NQT8
1555,NSMAF,Q92636
1556,STAU2,Q9NUL3
1557,PEX2,P28328
1558,ZDHHC21,Q8IVQ6
1559,INIP,Q9NRY2
1560,ST6GALNAC4,Q9H4F1
1561,SH3GLB2,Q9NR46
1562,HMGN5,P82970
1563,DOCK7,Q96N67
1564,GPATCH2,Q9NW75
1565,RBM34,P42696
1566,GRID1,Q9ULK0
1567,FAM204A,Q9H8W3
1568,CSTF3,Q12996
1569,AMN1,Q8IY45
1570,CERS5,Q8N5B7
1571,ZNF385A,Q96PM9
1572,ARL1,P40616
1573,PIGH,Q14442
1574,HERC2,O95714
1575,MAN2C1,Q9NTJ4
1576,BTBD1,Q9H0C5
1577,TARSL2,A2RTX5
1578,EARS2,Q5JPH6
1579,TK2,O00142
1580,ZNF23,P17027
1581,ABR,Q12979
1582,FAM171A2,A8MVW0
1583,ADGRL1,O94910
1584,SHANK1,Q9Y566
1585,RDH13,Q8NBN7
1586,TFPI,P10646
1587,ICA1L,Q8NDH6
1588,KCNQ2,O43526
1589,PLA2G6,O60733
1590,GOLGB1,Q14789
1591,MGLL,Q99685
1592,TMCC1,O94876
1593,BCHE,P06276
1594,SPON2,Q9BUD6
1595,CBR4,Q8N4T8
1596,CSGALNACT1,Q8TDX6
1597,GBA2,Q9HCG7
1598,SLC25A53,Q5H9E4
1599,THOC2,Q8NI27
1600,ZBTB41,Q5SVQ8
1601,CADM1,Q9BY67
1602,VWF,P04275
1603,ZDHHC20,Q5W0Z9
1604,MOK,Q9UQ07
1605,GATM,P50440
1606,ITGAE,P38570
1607,DNAH7,Q8WXX0
1608,RBM39,Q14498
1609,HHATL,Q9HCP6
1610,NEK4,P51957
1611,FHIT,P49789
1612,HLTF,Q14527
1613,LAMB1,P07942
1614,CROCCP3,Q8IVE0
1615,GALE,Q14376
1616,COL16A1,Q07092
1617,OMA1,Q96E52
1618,USP33,Q8TEY7
1619,COL24A1,Q17RW2
1620,GLMN,Q92990
1621,RHOC,P08134
1622,GOLPH3L,Q9H4A5
1623,UBQLN4,Q9NRR5
1624,GLUD1,P00367
1625,PYROXD2,Q8N2H3
1626,DHX32,Q7L7V1
1627,TCERG1L,Q5VWI1
1628,TUBGCP2,Q9BSJ2
1629,PTPN5,P54829
1630,CYB561A3,Q8NBI2
1631,ARAP1,Q96P48
1632,RSF1,Q96T23
1633,ALG8,Q9BVK2
1634,ALG9,Q9H6U8
1635,HEPACAM,Q14CZ8
1636,SLCO1A2,P46721
1637,PLEKHA8P1,O95397
1638,PRKAG1,P54619
1639,DPY19L2,Q6NUT2
1640,NAP1L1,P55209
1641,ANAPC7,Q9UJX3
1642,ATXN2,Q99700
1643,NOVA1,P51513
1644,NIN,Q8N4C6
1645,CCDC175,P0C221
1646,GALC,P54803
1647,TTC7B,Q86TV6
1648,OCA2,Q04671
1649,UBR1,Q8IWV7
1650,MYEF2,Q9P2K5
1651,FAM227B,Q96M60
1652,SIN3A,Q96ST3
1653,CRYM,Q14894
1654,C16orf46,Q6P387
1655,HSDL1,Q3SXM5
1656,PTGES3L-AARSD1,Q9BTE6
1657,CUEDC1,Q9NWM3
1658,USP32,Q8NFA0
1659,ZNF675,Q8TD23
1660,C19orf12,Q9NSK7
1661,ZNF585B,Q52M93
1662,EML2,O95834
1663,IFT172,Q9UG01
1664,RBKS,Q9H477
1665,CNRIP1,Q96F85
1666,ADD2,P35612
1667,SFXN5,Q8TD22
1668,ZC3H8,Q8N5P1
1669,SMPD4,Q9NXE4
1670,ZRANB3,Q5FWF4
1671,SESTD1,Q86VW0
1672,PECR,Q9BY49
1673,FARSB,Q9NSD9
1674,ANKMY1,Q9P2S6
1675,DZANK1,Q9NVP4
1676,PIGU,Q9H490
1677,ZNF334,Q9HCZ1
1678,STAU1,O95793
1679,HPS4,Q9NQG7
1680,DESI1,Q6ICB0
1681,SRGAP3,O43295
1682,SEC22C,Q9BRL7
1683,QARS,P47897
1684,KPNA1,P52294
1685,TBL1XR1,Q9BZK7
1686,ZNF721,Q8TF20
1687,NELFA,Q9H3P2
1688,SNCA,P37840
1689,EIF4E,P06730
1690,ANAPC10,Q9UM13
1691,MTMR12,Q9C0I1
1692,OXCT1,P55809
1693,ARL15,Q9NXU5
1694,WDR41,Q9HAD4
1695,ATG12,O94817
1696,PANK3,Q9H999
1697,EEF1E1-BLOC1S5,C9J1V9
1698,SRPK1,Q96SB4
1699,HACE1,Q8IYU2
1700,ATG5,Q9H1Y0
1701,GOPC,Q9HD26
1702,RMND1,Q9NWS8
1703,RFC2,P35250
1704,POM121C,A8CG34
1705,IMMP2L,Q96T52
1706,LMBR1,Q8WVP7
1707,GTF2E2,P29084
1708,BRF2,Q9HAW0
1709,RAD54B,Q9Y620
1710,TMEM65,Q6PI78
1711,EEF1D,P29692
1712,ZNF251,Q9BRH9
1713,FREM1,Q5H8C1
1714,NMRK1,Q9NWW6
1715,ZNF484,Q5JVG2
1716,MAPKAP1,Q9BPZ7
1717,SYN1,P17600
1718,HDAC8,Q9BY41
1719,SMARCA1,P28370
1720,GABRA3,P34903
1721,CCT3,P49368
1722,CHIT1,Q13231
1723,ELK4,P28324
1724,NSUN6,Q8TEA1
1725,CELF1,Q92879
1726,ZDHHC24,Q6UX98
1727,FEZ1,Q99689
1728,GTF2A2,P52657
1729,PDXDC2P,Q6P474
1730,COPS3,Q9UNS2
1731,CA10,Q9NS85
1732,ABCA6,Q8N139
1733,SS18,Q15532
1734,CCDC173,Q0VFZ6
1735,U2AF1,Q01081
1736,COX17,Q14061
1737,DGKG,P49619
1738,CDKL2,Q92772
1739,MANBA,O00462
1740,CDH9,Q9ULB4
1741,TTC37,Q6PGP7
1742,PDGFRB,P09619
1743,MAPK9,P45984
1744,EXOC2,Q96KP1
1745,COX7A2,P14406
1746,REPS1,Q96D71
1747,STYXL1,Q9Y6J8
1748,RASA4,O43374
1749,FBXL13,Q8NEE6
1750,MKRN1,Q9UHC7
1751,PLEKHG5,O94827
1752,S100A13,Q99584
1753,ARHGAP21,Q5T5U3
1754,NUPR1,O60356
1755,UBE2G1,P62253
1756,PLXDC1,Q8IUK5
1757,ANKRD29,Q8N6D5
1758,TRAPPC8,Q9Y2L5
1759,PIAS2,O75928
1760,GALNT14,Q96FL9
1761,ATP6V1E1,P36543
1762,SMARCC1,Q92922
1763,NME9,Q86XW9
1764,FGF12,P61328
1765,COL28A1,Q2UY09
1766,SCRN1,Q12765
1767,VAMP4,O75379
1768,ASCC1,Q8N9N2
1769,NELL2,Q99435
1770,SUPT16H,Q9Y5B9
1771,METTL3,Q86U44
1772,NAE1,Q13564
1773,ANKFY1,Q9P2R3
1774,MBP,P02686
1775,MBOAT2,Q6ZWT7
1776,ZMYND8,Q9ULU4
1777,DONSON,Q9NYP3
1778,IGSF11,Q5DX21
1779,SEMA5B,Q9P283
1780,NPHP3,Q7Z494
1781,PRSS12,P56730
1782,DCTN4,Q9UJW0
1783,FAXC,Q5TGI0
1784,RAD21,O60216
1785,FKBP15,Q5T1M5
1786,HAUS7,Q99871
1787,FAM131C,Q96AQ9
1788,HP1BP3,Q5SSJ5
1789,YARS,P54577
1790,PHC2,Q8IXK0
1791,DLGAP3,O95886
1792,KIAA0319L,Q8IZA0
1793,JAK1,P23458
1794,WDR47,O94967
1795,SIKE1,Q9BRV8
1796,ACP6,Q9NPH0
1797,C1orf43,Q9BWL3
1798,MRPL24,Q96A35
1799,BATF3,Q9NR55
1800,NVL,O15381
1801,RGS7,P49802
1802,ABI1,Q8IZP0
1803,ITGB1,P05556
1804,ZNF33B,Q06732
1805,PTPN20,Q4JDL3
1806,PARG,Q86W56
1807,DNA2,P51530
1808,ANXA11,P50995
1809,SLIT1,O75093
1810,BBIP1,A8MTZ0
1811,HSPA12A,O43301
1812,SFXN4,Q6P4A7
1813,CFAP46,Q8IYW2
1814,ZNF195,O14628
1815,GALNT18,Q6P9A2
1816,LRP4,O75096
1817,SLC43A1,O75387
1818,XRRA1,Q6P2D8
1819,PAK1,Q13153
1820,CWF19L2,Q2TBE0
1821,MSANTD2,Q6P1R3
1822,FBXL14,Q8N1E6
1823,KMT2D,O14686
1824,STAT6,P42226
1825,R3HDM2,Q9Y2K5
1826,WIF1,Q9Y5W5
1827,PTPRB,P23467
1828,CAPS2,Q9BXY5
1829,EEA1,Q15075
1830,ANKS1B,Q7Z6G8
1831,UHRF1BP1L,A0JNW5
1832,C12orf73,Q69YU5
1833,TMEM119,Q4V9L6
1834,VPS29,Q9UBQ0
1835,CHFR,Q96EP1
1836,ZNF605,Q86T29
1837,MICU2,Q8IYU8
1838,N4BP2L1,Q5TBK1
1839,RCBTB1,Q8NDN9
1840,NEK3,P51956
1841,EAPP,Q56P03
1842,RALGAPA1,Q6GYQ0
1843,SEC23A,Q15436
1844,FKBP3,Q00688
1845,NEK9,Q8TD19
1846,ITPK1,Q13572
1847,OTUD7A,Q8TE49
1848,ZNF280D,Q6N043
1849,ICE2,Q659A1
1850,VPS13C,Q709C8
1851,IGDCC4,Q8TDY8
1852,ETFA,P13804
1853,CPEB1,Q9BZB8
1854,MFGE8,Q08431
1855,GGA2,Q9UJY4
1856,BCL7C,Q8WUZ0
1857,AMFR,Q9UKV5
1858,CFDP1,Q9UEE9
1859,MED1,Q15648
1860,NT5C3B,Q969T7
1861,MPP2,Q14168
1862,SLC35B1,P78383
1863,MTMR4,Q9NYA4
1864,DLGAP1,O14490
1865,TXNL4A,P83876
1866,ZNF490,Q9ULM2
1867,TNPO2,O14787
1868,ZNF529,Q6P280
1869,FBXO17,Q96EF6
1870,FBXO27,Q8NI29
1871,GRIK5,Q16478
1872,LYPD5,Q6UWN5
1873,LRRC4B,Q9NT99
1874,ZNF665,Q9H7R5
1875,FIZ1,Q96SL8
1876,ROCK2,O75116
1877,KCNK12,Q9HB15
1878,RTN4,Q9NQC3
1879,NFU1,Q9UMS0
1880,GCFC2,P16383
1881,ANKRD36B,Q8N2N9
1882,HS6ST1,O60243
1883,FAM168B,A1KXE4
1884,ERMN,Q8TAM6
