"","GENECARDS","ENTRY-NAME"
"1276","GAL3ST2","G3ST2_HUMAN"
"1080.2","PTPRA","PTPRA_HUMAN"
"519.1","KCTD17","KCD17_HUMAN"
"1277","BBX","BBX_HUMAN"
"630.3","WDR19","WDR19_HUMAN"
"1278","TAB2","TAB2_HUMAN"
"1279","RHBDD2","RHBD2_HUMAN"
"1280","GRM3","GRM3_HUMAN"
"1281","DUS4L","DUS4L_HUMAN"
"1282","NRF1","NRF1_HUMAN"
"874.2","GSN","GELS_HUMAN"
"397.1","RABGAP1","RBGP1_HUMAN"
"5.1","MROH7-TTC4","A0A0A0MT08_HUMAN"
"6.1","MROH7-TTC4","F8WC02_HUMAN"
"813.4","NBPF20","NBPFK_HUMAN"
"1283","C1S","C1S_HUMAN"
"707.1","WASF3","WASF3_HUMAN"
"1284","GSTZ1","MAAI_HUMAN"
"1285","ATF7IP2","MCAF2_HUMAN"
"1286","CACNG6","CCG6_HUMAN"
"402.3","RHOQ","RHOQ_HUMAN"
"1287","C2orf74","CB074_HUMAN"
"1288","GMCL1","GMCL1_HUMAN"
"1289","RABL2A","RBL2A_HUMAN"
"1290","TRAF3IP1","MIPT3_HUMAN"
"1291","CDH26","CAD26_HUMAN"
"1292","TRMU","MTU1_HUMAN"
"1293","MLH1","MLH1_HUMAN"
"784.1","ACKR2","ACKR2_HUMAN"
"1294","BMPR1B","BMR1B_HUMAN"
"1295","RWDD1","RWDD1_HUMAN"
"1296","RIMS2","RIMS2_HUMAN"
"270.3","AK5","KAD5_HUMAN"
"699.1","PLA2G4A","PA24A_HUMAN"
"1109.1","RPS6KC1","KS6C1_HUMAN"
"18.5","LHPP","LHPP_HUMAN"
"585.3","EED","EED_HUMAN"
"1297","LRRIQ1","LRIQ1_HUMAN"
"1298","ALDH2","ALDH2_HUMAN"
"465.1","MMP17","MMP17_HUMAN"
"890.1","TEX26","TEX26_HUMAN"
"34.6","LRFN5","LRFN5_HUMAN"
"936.1","DAAM1","DAAM1_HUMAN"
"149.2","GPHN","GEPH_HUMAN"
"1299","GLCE","GLCE_HUMAN"
"1300","PDE8A","PDE8A_HUMAN"
"1301","CDH5","CADH5_HUMAN"
"1302","ZFP90","ZFP90_HUMAN"
"998.1","PRPSAP2","KPRB_HUMAN"
"1303","ME2","MAOM_HUMAN"
"163.4","MAP3K10","M3K10_HUMAN"
"1304","UBE2E3","UB2E3_HUMAN"
"509.1","PTH2R","PTH2R_HUMAN"
"1006.3","PRNP","APRIO_HUMAN"
"1007.3","PRNP","PRIO_HUMAN"
"186.2","SYNPR","SYNPR_HUMAN"
"1189.1","KALRN","KALRN_HUMAN"
"1057.1","RASA2","RASA2_HUMAN"
"864.1","LRCH3","LRCH3_HUMAN"
"1305","HEXB","HEXB_HUMAN"
"1306","UNC5A","UNC5A_HUMAN"
"546.1","EFHC1","EFHC1_HUMAN"
"100.1","DBNL","DBNL_HUMAN"
"1307","OGDH","ODO1_HUMAN"
"1020.1","ACTR3B","ARP3B_HUMAN"
"972.1","WWP1","WWP1_HUMAN"
"1308","OSTF1","OSTF1_HUMAN"
"397.2","RABGAP1","RBGP1_HUMAN"
"1309","PCDH11Y","PC11Y_HUMAN"
"1310","TRAF5","TRAF5_HUMAN"
"18.6","LHPP","LHPP_HUMAN"
"139.3","PRR5L","PRR5L_HUMAN"
"452.1","PTS","PTPS_HUMAN"
"1311","CMAS","NEUA_HUMAN"
"149.3","GPHN","GEPH_HUMAN"
"1266.1","EIF2S1","IF2A_HUMAN"
"649.1","PSEN1","PSN1_HUMAN"
"1312","NF1","NF1_HUMAN"
"59.9","R3HDM1","R3HD1_HUMAN"
"1313","RAPGEF4","RPGF4_HUMAN"
"1314","ZNF804A","Z804A_HUMAN"
"507.2","FAM171B","F171B_HUMAN"
"660.1","PHF20","PHF20_HUMAN"
"241.1","GALNT15","GLT15_HUMAN"
"1315","NIT2","NIT2_HUMAN"
"244.2","PCCB","PCCB_HUMAN"
"1316","ST6GAL1","SIAT1_HUMAN"
"1317","PARM1","PARM1_HUMAN"
"88.4","LARP1B","LAR1B_HUMAN"
"1206.1","SNX25","SNX25_HUMAN"
"1318","PAIP2","PAIP2_HUMAN"
"1319","PACSIN1","PACN1_HUMAN"
"248.2","PI16","PI16_HUMAN"
"248.3","PI16","PI16_HUMAN"
"550.2","NT5DC1","NT5D1_HUMAN"
"1320","DSE","DSE_HUMAN"
"1321","ABRACL","ABRAL_HUMAN"
"1322","UMAD1","UMAD1_HUMAN"
"101.8","CCM2","CCM2_HUMAN"
"1192.1","VKORC1L1","VKORL_HUMAN"
"805.2","PILRB","PILRB_HUMAN"
"805.3","PILRB","PILRB_HUMAN"
"1281.1","DUS4L","DUS4L_HUMAN"
"874.3","GSN","GELS_HUMAN"
"116.6","CERCAM","GT253_HUMAN"
"1323","CA5BP1","CA5BL_HUMAN"
"880.1","VBP1","PFD3_HUMAN"
"4.1","TMEM39B","TM39B_HUMAN"
"1324","CCDC30","CCD30_HUMAN"
"1325","CACNB2","CACB2_HUMAN"
"945.3","USP47","UBP47_HUMAN"
"1221.1","CYP46A1","CP46A_HUMAN"
"885.1","DYNLRB1","DLRB1_HUMAN"
"1165.1","ZNF589","ZN589_HUMAN"
"190.2","INTU","INTU_HUMAN"
"428.1","MPL","TPOR_HUMAN"
"1326","PDE4B","PDE4B_HUMAN"
"1070.1","MSH4","MSH4_HUMAN"
"1073.1","OR2L13","OR2LD_HUMAN"
"1327","CCDC84","CCD84_HUMAN"
"586.1","TBK1","TBK1_HUMAN"
"1328","GALNT16","GLT16_HUMAN"
"616.1","CHD2","CHD2_HUMAN"
"1329","WDR83","WDR83_HUMAN"
"1330","CEACAM19","CEA19_HUMAN"
"318.1","ZNF444","ZN444_HUMAN"
"1331","COMMD1","COMD1_HUMAN"
"1332","SP100","SP100_HUMAN"
"1333","RBM6","RBM6_HUMAN"
"1334","TF","TRFE_HUMAN"
"1335","RBPJ","SUH_HUMAN"
"531.3","KIAA1109","K1109_HUMAN"
"791.1","NAA15","NAA15_HUMAN"
"725.3","ARFIP1","ARFP1_HUMAN"
"1336","BDP1","BDP1_HUMAN"
"1337","GABRG2","GBRG2_HUMAN"
"1338","RAB32","RAB32_HUMAN"
"1339","ZDHHC14","ZDH14_HUMAN"
"103.2","CRCP","RPC9_HUMAN"
"1340","DBF4","DBF4A_HUMAN"
"201.1","ZNF862","ZN862_HUMAN"
"892.1","KHDRBS3","KHDR3_HUMAN"
"141.1","C11orf49","CK049_HUMAN"
"1341","BEAN1","BEAN1_HUMAN"
"1342","MAPRE3","MARE3_HUMAN"
"685.3","CARF","CARTF_HUMAN"
"521.1","DZIP3","DZIP3_HUMAN"
"1343","EIF2A","EIF2A_HUMAN"
"531.4","KIAA1109","K1109_HUMAN"
"1344","PPWD1","PPWD1_HUMAN"
"1345","RASGRF2","RGRF2_HUMAN"
"362.3","CDK16","CDK16_HUMAN"
"1346","NLGN4Y","NLGNY_HUMAN"
"366.1","ST3GAL3","SIAT6_HUMAN"
"1347","ZNF324B","Z324B_HUMAN"
"1348","CCNT2","CCNT2_HUMAN"
"1009.1","TAB1","TAB1_HUMAN"
"1349","GALNT7","GALT7_HUMAN"
"1014.1","NDST1","NDST1_HUMAN"
"694.1","SMARCA2","SMCA2_HUMAN"
"874.4","GSN","GELS_HUMAN"
"1350","CPT2","CPT2_HUMAN"
"1351","RAD51AP1","R51A1_HUMAN"
"1200.1","IFT88","IFT88_HUMAN"
"228.1","COG6","COG6_HUMAN"
"1352","GPR137C","G137C_HUMAN"
"1348.1","CCNT2","CCNT2_HUMAN"
"1206.2","SNX25","SNX25_HUMAN"
"1353","GTF2H2C","T2H2L_HUMAN"
"561.2","KMT2E","KMT2E_HUMAN"
"392.1","ZNF212","ZN212_HUMAN"
"870.1","ADAM28","ADA28_HUMAN"
"208.1","ANP32B","AN32B_HUMAN"
"809.1","THRAP3","TR150_HUMAN"
"1172.2","ADK","ADK_HUMAN"
"1354","TMCO3","TMCO3_HUMAN"
"759.1","RCN2","RCN2_HUMAN"
"1052.2","MFSD6","MFSD6_HUMAN"
"1355","ZNF623","ZN623_HUMAN"
"1356","ZCCHC7","ZCHC7_HUMAN"
"603.4","SPIN1","SPIN1_HUMAN"
"5.2","MROH7-TTC4","A0A0A0MT08_HUMAN"
"6.2","MROH7-TTC4","F8WC02_HUMAN"
"725.4","ARFIP1","ARFP1_HUMAN"
"104.8","FKBP6","FKBP6_HUMAN"
"105.2","GTF2I","GTF2I_HUMAN"
"989.1","NUBPL","NUBPL_HUMAN"
"665.2","ATP10D","AT10D_HUMAN"
"1.2","KCNAB2","KCAB2_HUMAN"
"1357","IPO5","IPO5_HUMAN"
"1358","TUBGCP5","GCP5_HUMAN"
"482.1","ABAT","GABT_HUMAN"
"601.1","RINT1","RINT1_HUMAN"
"1359","C2orf69","CB069_HUMAN"
"546.2","EFHC1","EFHC1_HUMAN"
"1360","DDX25","DDX25_HUMAN"
"1361","PLCG1","PLCG1_HUMAN"
"1362","PCMT1","PIMT_HUMAN"
"1363","LRRC8D","LRC8D_HUMAN"
"1364","EFNA3","EFNA3_HUMAN"
"1365","KIAA0232","K0232_HUMAN"
"2.1","CAMTA1","CMTA1_HUMAN"
"504.2","MERTK","MERTK_HUMAN"
"1366","RNF11","RNF11_HUMAN"
"559.1","BUD31","BUD31_HUMAN"
"254.2","PPP3CC","PP2BC_HUMAN"
"289.1","CPSF6","CPSF6_HUMAN"
"1367","CTDP1","CTDP1_HUMAN"
"1368","RRP15","RRP15_HUMAN"
"1369","PPP2R5A","2A5A_HUMAN"
"364.5","COL4A5","CO4A5_HUMAN"
"1370","ATM","ATM_HUMAN"
"1371","PPP1R7","PP1R7_HUMAN"
"1163.1","GTF2F2","T2FB_HUMAN"
"1163.2","GTF2F2","T2FB_HUMAN"
"1345.1","RASGRF2","RGRF2_HUMAN"
"137.2","ATRNL1","ATRN1_HUMAN"
"1372","CCNL2","CCNL2_HUMAN"
"1373","MRPL20","RM20_HUMAN"
"1374","ALDH4A1","AL4A1_HUMAN"
"1375","AHDC1","AHDC1_HUMAN"
"1376","MECR","MECR_HUMAN"
"1377","ZBTB8OS","ARCH_HUMAN"
"1378","PHTF1","PHTF1_HUMAN"
"1379","CSDE1","CSDE1_HUMAN"
"1380","GDAP2","GDAP2_HUMAN"
"1381","STX6","STX6_HUMAN"
"1382","UCHL5","UCHL5_HUMAN"
"1383","LRRN2","LRRN2_HUMAN"
"1384","TARBP1","TARB1_HUMAN"
"1385","GDI2","GDIB_HUMAN"
"1386","CCDC3","CCDC3_HUMAN"
"1387","TIMM23","TIM23_HUMAN"
"1388","FRA10AC1","F10C1_HUMAN"
"1389","MMS19","MMS19_HUMAN"
"1390","DENND5A","DEN5A_HUMAN"
"1390.1","DENND5A","DEN5A_HUMAN"
"1391","FBXO3","FBX3_HUMAN"
"1392","FOLH1","FOLH1_HUMAN"
"1393","ME3","MAON_HUMAN"
"1394","CCDC82","CCD82_HUMAN"
"1395","TMPRSS5","TMPS5_HUMAN"
"1396","KIRREL3","KIRR3_HUMAN"
"1397","DDX23","DDX23_HUMAN"
"1398","PPP1R1A","PPR1A_HUMAN"
"1399","NDUFA12","NDUAC_HUMAN"
"1400","COQ5","COQ5_HUMAN"
"1401","DIABLO","DBLOH_HUMAN"
"1402","MTRF1","RF1M_HUMAN"
"1403","ESD","ESTD_HUMAN"
"1404","DLEU7","LEU7_HUMAN"
"1405","DZIP1","DZIP1_HUMAN"
"1406","RBM23","RBM23_HUMAN"
"1407","TXNDC16","TXD16_HUMAN"
"1408","HERC2P3","HRC23_HUMAN"
"1409","NIPA2","NIPA2_HUMAN"
"1410","ANKS3","ANKS3_HUMAN"
"1411","NOMO2","NOMO2_HUMAN"
"1412","SHCBP1","SHCBP_HUMAN"
"1413","C16orf87","CP087_HUMAN"
"1414","BBS2","BBS2_HUMAN"
"1415","FAM192A","PIP30_HUMAN"
"1416","CNOT1","CNOT1_HUMAN"
"1417","CMC2","COXM2_HUMAN"
"1417.1","CMC2","COXM2_HUMAN"
"1417.2","CMC2","COXM2_HUMAN"
"1418","MVD","MVD1_HUMAN"
"1419","DBNDD1","DBND1_HUMAN"
"1420","ZSWIM7","ZSWM7_HUMAN"
"1421","POLDIP2","PDIP2_HUMAN"
"1422","SDF2","SDF2_HUMAN"
"1423","HDAC5","HDAC5_HUMAN"
"1424","JMJD6","JMJD6_HUMAN"
"1425","SMAD2","SMAD2_HUMAN"
"1426","SUGP2","SUGP2_HUMAN"
"1427","ZNF781","ZN781_HUMAN"
"1428","SIRT2","SIR2_HUMAN"
"1429","FBL","FBRL_HUMAN"
"1430","TTC9B","TTC9B_HUMAN"
"1431","MYPOP","MYPOP_HUMAN"
"1432","FUZ","FUZZY_HUMAN"
"1433","PPP6R1","PP6R1_HUMAN"
"1434","SMC6","SMC6_HUMAN"
"1435","XPO1","XPO1_HUMAN"
"1436","WDPCP","FRITZ_HUMAN"
"1437","RNF103-CHMP3","A0A140T963_HUMAN"
"1438","ACVR1","ACVR1_HUMAN"
"1439","CHN1","CHIN_HUMAN"
"1439.1","CHN1","CHIN_HUMAN"
"1440","SUMO1","SUMO1_HUMAN"
"1441","C2orf80","CB080_HUMAN"
"1442","THAP4","THAP4_HUMAN"
"1443","DTYMK","KTHY_HUMAN"
"1444","DPM1","DPM1_HUMAN"
"1445","HLCS","BPL1_HUMAN"
"1446","LSS","ERG7_HUMAN"
"1447","C1QTNF6","C1QT6_HUMAN"
"1448","TBC1D5","TBCD5_HUMAN"
"1448.1","TBC1D5","TBCD5_HUMAN"
"1449","ANO10","ANO10_HUMAN"
"1450","RHOA","RHOA_HUMAN"
"1451","ZNF717","ZN717_HUMAN"
"1452","STX19","STX19_HUMAN"
"1453","B4GALT4","B4GT4_HUMAN"
"1454","ATR","ATR_HUMAN"
"1455","APOD","APOD_HUMAN"
"1456","BDH1","BDH_HUMAN"
"1456.1","BDH1","BDH_HUMAN"
"1457","LDB2","LDB2_HUMAN"
"1458","ARAP2","ARAP2_HUMAN"
"1459","CENPC","CENPC_HUMAN"
"1460","C4orf36","CD036_HUMAN"
"1461","RNF175","RN175_HUMAN"
"1462","REEP5","REEP5_HUMAN"
"1463","FEM1C","FEM1C_HUMAN"
"1464","H2AFY","H2AY_HUMAN"
"1465","LARS","SYLC_HUMAN"
"1466","FAM193B","F193B_HUMAN"
"1467","KHDRBS2","KHDR2_HUMAN"
"1468","ME1","MAOX_HUMAN"
"1469","PPIL6","PPIL6_HUMAN"
"1470","FYN","FYN_HUMAN"
"1470.1","FYN","FYN_HUMAN"
"1471","SOGA3","SOGA3_HUMAN"
"1472","SHPRH","SHPRH_HUMAN"
"1473","MICALL2","MILK2_HUMAN"
"1474","PSPH","SERB_HUMAN"
"1475","BCL7B","BCL7B_HUMAN"
"1476","SLC25A40","S2540_HUMAN"
"1477","TAF6","TAF6_HUMAN"
"1478","NRCAM","NRCAM_HUMAN"
"1479","ERICH1","ERIC1_HUMAN"
"1480","PNMA2","PNMA2_HUMAN"
"1481","MRPL13","RM13_HUMAN"
"1482","ATAD2","ATAD2_HUMAN"
"1483","VPS28","VPS28_HUMAN"
"1484","CBWD1","CBWD1_HUMAN"
"1485","KIF27","KIF27_HUMAN"
"1486","AUH","AUHM_HUMAN"
"1487","PSMD5","PSMD5_HUMAN"
"1488","CIZ1","CIZ1_HUMAN"
"1489","MAOB","AOFB_HUMAN"
"1490","LAS1L","LAS1L_HUMAN"
"1491","IDS","IDS_HUMAN"
"1492","RENBP","RENBP_HUMAN"
"1493","GNB1","GBB1_HUMAN"
"1494","CHD5","CHD5_HUMAN"
"1495","ADGRB2","AGRB2_HUMAN"
"1496","SHC1","SHC1_HUMAN"
"1497","YY1AP1","YYAP1_HUMAN"
"1498","DCAF8","DCAF8_HUMAN"
"1499","TMCO1","TMCO1_HUMAN"
"1386.1","CCDC3","CCDC3_HUMAN"
"1500","DNAJC1","DNJC1_HUMAN"
"1501","ANXA7","ANXA7_HUMAN"
"1502","SEC31B","SC31B_HUMAN"
"1503","SHTN1","SHOT1_HUMAN"
"1504","RAB6A","RAB6A_HUMAN"
"1505","IFT46","IFT46_HUMAN"
"1506","C12orf76","CL076_HUMAN"
"1507","RILPL1","RIPL1_HUMAN"
"1508","USP12","UBP12_HUMAN"
"1509","UGGT2","UGGG2_HUMAN"
"1510","ACTN1","ACTN1_HUMAN"
"1511","FBLN5","FBLN5_HUMAN"
"1512","RFX7","RFX7_HUMAN"
"1513","HEXA","HEXA_HUMAN"
"1514","SCAPER","SCAPE_HUMAN"
"1515","SNRPA1","RU2A_HUMAN"
"1516","XPO6","XPO6_HUMAN"
"1517","SULT1A1","ST1A1_HUMAN"
"1517.1","SULT1A1","ST1A1_HUMAN"
"1518","HYDIN","HYDIN_HUMAN"
"1519","DERL2","DERL2_HUMAN"
"1520","DVL2","DVL2_HUMAN"
"1521","UTP6","UTP6_HUMAN"
"1522","OSBPL1A","OSBL1_HUMAN"
"1523","CBARP","CBARP_HUMAN"
"1524","PIP5K1C","PI51C_HUMAN"
"1525","MEF2B","MEF2B_HUMAN"
"1526","LGI4","LGI4_HUMAN"
"1527","ZNF428","ZN428_HUMAN"
"1528","HNRNPLL","HNRLL_HUMAN"
"1529","USP34","UBP34_HUMAN"
"1530","CCDC93","CCD93_HUMAN"
"1531","ZNF385B","Z385B_HUMAN"
"1532","TMEFF2","TEFF2_HUMAN"
"1533","SERPINE2","GDN_HUMAN"
"1534","SNX5","SNX5_HUMAN"
"1535","TMEM50B","TM50B_HUMAN"
"1536","GGT5","GGT5_HUMAN"
"1447.1","C1QTNF6","C1QT6_HUMAN"
"1537","SUN2","SUN2_HUMAN"
"1538","RRP7A","RRP7A_HUMAN"
"1449.1","ANO10","ANO10_HUMAN"
"1539","RPN1","RPN1_HUMAN"
"1540","CEP70","CEP70_HUMAN"
"1541","ZBBX","ZBBX_HUMAN"
"1542","PPP2R2C","2ABG_HUMAN"
"1543","QDPR","DHPR_HUMAN"
"1544","SGCB","SGCB_HUMAN"
"1545","GLRA3","GLRA3_HUMAN"
"1546","TTC33","TTC33_HUMAN"
"1547","DTWD2","DTWD2_HUMAN"
"1548","FAM153A","F153A_HUMAN"
"1549","COQ3","COQ3_HUMAN"
"1550","SGK1","SGK1_HUMAN"
"1551","RNASET2","RNT2_HUMAN"
"1552","TOMM7","TOM7_HUMAN"
"1553","FAM133B","F133B_HUMAN"
"1554","KIF13B","KI13B_HUMAN"
"1555","NSMAF","FAN_HUMAN"
"1556","STAU2","STAU2_HUMAN"
"1557","PEX2","PEX2_HUMAN"
"1558","ZDHHC21","ZDH21_HUMAN"
"1559","INIP","SOSSC_HUMAN"
"1559.1","INIP","SOSSC_HUMAN"
"1560","ST6GALNAC4","SIA7D_HUMAN"
"1561","SH3GLB2","SHLB2_HUMAN"
"1562","HMGN5","HMGN5_HUMAN"
"1377.1","ZBTB8OS","ARCH_HUMAN"
"1563","DOCK7","DOCK7_HUMAN"
"1564","GPATCH2","GPTC2_HUMAN"
"1565","RBM34","RBM34_HUMAN"
"1566","GRID1","GRID1_HUMAN"
"1567","FAM204A","F204A_HUMAN"
"1568","CSTF3","CSTF3_HUMAN"
"1568.1","CSTF3","CSTF3_HUMAN"
"1569","AMN1","AMN1_HUMAN"
"1570","CERS5","CERS5_HUMAN"
"1571","ZNF385A","Z385A_HUMAN"
"1572","ARL1","ARL1_HUMAN"
"1573","PIGH","PIGH_HUMAN"
"1574","HERC2","HERC2_HUMAN"
"1575","MAN2C1","MA2C1_HUMAN"
"1576","BTBD1","BTBD1_HUMAN"
"1577","TARSL2","SYTC2_HUMAN"
"1577.1","TARSL2","SYTC2_HUMAN"
"1578","EARS2","SYEM_HUMAN"
"1415.1","FAM192A","PIP30_HUMAN"
"1579","TK2","KITM_HUMAN"
"1580","ZNF23","ZNF23_HUMAN"
"1581","ABR","ABR_HUMAN"
"1582","FAM171A2","F1712_HUMAN"
"1523.1","CBARP","CBARP_HUMAN"
"1583","ADGRL1","AGRL1_HUMAN"
"1584","SHANK1","SHAN1_HUMAN"
"1585","RDH13","RDH13_HUMAN"
"1434.1","SMC6","SMC6_HUMAN"
"1586","TFPI","TFPI1_HUMAN"
"1587","ICA1L","ICA1L_HUMAN"
"1587.1","ICA1L","ICA1L_HUMAN"
"1588","KCNQ2","KCNQ2_HUMAN"
"1589","PLA2G6","PLPL9_HUMAN"
"1590","GOLGB1","GOGB1_HUMAN"
"1591","MGLL","MGLL_HUMAN"
"1592","TMCC1","TMCC1_HUMAN"
"1593","BCHE","CHLE_HUMAN"
"1594","SPON2","SPON2_HUMAN"
"1595","CBR4","CBR4_HUMAN"
"1596","CSGALNACT1","CGAT1_HUMAN"
"1597","GBA2","GBA2_HUMAN"
"1485.1","KIF27","KIF27_HUMAN"
"1561.1","SH3GLB2","SHLB2_HUMAN"
"1490.1","LAS1L","LAS1L_HUMAN"
"1598","SLC25A53","S2553_HUMAN"
"1599","THOC2","THOC2_HUMAN"
"1599.1","THOC2","THOC2_HUMAN"
"1600","ZBTB41","ZBT41_HUMAN"
"1601","CADM1","CADM1_HUMAN"
"1602","VWF","VWF_HUMAN"
"1603","ZDHHC20","ZDH20_HUMAN"
"1604","MOK","MOK_HUMAN"
"1605","GATM","GATM_HUMAN"
"1606","ITGAE","ITAE_HUMAN"
"1607","DNAH7","DYH7_HUMAN"
"1608","RBM39","RBM39_HUMAN"
"1609","HHATL","HHATL_HUMAN"
"1610","NEK4","NEK4_HUMAN"
"1611","FHIT","FHIT_HUMAN"
"1612","HLTF","HLTF_HUMAN"
"1613","LAMB1","LAMB1_HUMAN"
"1614","CROCCP3","CROL2_HUMAN"
"1615","GALE","GALE_HUMAN"
"1616","COL16A1","COGA1_HUMAN"
"1616.1","COL16A1","COGA1_HUMAN"
"1617","OMA1","OMA1_HUMAN"
"1618","USP33","UBP33_HUMAN"
"1619","COL24A1","COOA1_HUMAN"
"1620","GLMN","GLMN_HUMAN"
"1621","RHOC","RHOC_HUMAN"
"1622","GOLPH3L","GLP3L_HUMAN"
"1623","UBQLN4","UBQL4_HUMAN"
"1386.2","CCDC3","CCDC3_HUMAN"
"1624","GLUD1","DHE3_HUMAN"
"1625","PYROXD2","PYRD2_HUMAN"
"1567.1","FAM204A","F204A_HUMAN"
"1626","DHX32","DHX32_HUMAN"
"1627","TCERG1L","TCRGL_HUMAN"
"1628","TUBGCP2","GCP2_HUMAN"
"1629","PTPN5","PTN5_HUMAN"
"1630","CYB561A3","CYAC3_HUMAN"
"1631","ARAP1","ARAP1_HUMAN"
"1632","RSF1","RSF1_HUMAN"
"1633","ALG8","ALG8_HUMAN"
"1393.1","ME3","MAON_HUMAN"
"1634","ALG9","ALG9_HUMAN"
"1635","HEPACAM","HECAM_HUMAN"
"1636","SLCO1A2","SO1A2_HUMAN"
"1637","PLEKHA8P1","PKHA9_HUMAN"
"1638","PRKAG1","AAKG1_HUMAN"
"1639","DPY19L2","D19L2_HUMAN"
"1640","NAP1L1","NP1L1_HUMAN"
"1641","ANAPC7","APC7_HUMAN"
"1642","ATXN2","ATX2_HUMAN"
"1401.1","DIABLO","DBLOH_HUMAN"
"1402.1","MTRF1","RF1M_HUMAN"
"1643","NOVA1","NOVA1_HUMAN"
"1644","NIN","NIN_HUMAN"
"1645","CCDC175","CC175_HUMAN"
"1646","GALC","GALC_HUMAN"
"1647","TTC7B","TTC7B_HUMAN"
"1647.1","TTC7B","TTC7B_HUMAN"
"1604.1","MOK","MOK_HUMAN"
"1648","OCA2","P_HUMAN"
"1649","UBR1","UBR1_HUMAN"
"1650","MYEF2","MYEF2_HUMAN"
"1651","FAM227B","F227B_HUMAN"
"1513.1","HEXA","HEXA_HUMAN"
"1652","SIN3A","SIN3A_HUMAN"
"1653","CRYM","CRYM_HUMAN"
"1415.2","FAM192A","PIP30_HUMAN"
"1417.3","CMC2","COXM2_HUMAN"
"1417.4","CMC2","COXM2_HUMAN"
"1417.5","CMC2","COXM2_HUMAN"
"1417.6","CMC2","COXM2_HUMAN"
"1654","C16orf46","CP046_HUMAN"
"1655","HSDL1","HSDL1_HUMAN"
"1656","PTGES3L-AARSD1","AASD1_HUMAN"
"1657","CUEDC1","CUED1_HUMAN"
"1658","USP32","UBP32_HUMAN"
"1659","ZNF675","ZN675_HUMAN"
"1660","C19orf12","CS012_HUMAN"
"1661","ZNF585B","Z585B_HUMAN"
"1428.1","SIRT2","SIR2_HUMAN"
"1430.1","TTC9B","TTC9B_HUMAN"
"1662","EML2","EMAL2_HUMAN"
"1663","IFT172","IF172_HUMAN"
"1664","RBKS","RBSK_HUMAN"
"1665","CNRIP1","CNRP1_HUMAN"
"1666","ADD2","ADDB_HUMAN"
"1667","SFXN5","SFXN5_HUMAN"
"1668","ZC3H8","ZC3H8_HUMAN"
"1669","SMPD4","NSMA3_HUMAN"
"1670","ZRANB3","ZRAB3_HUMAN"
"1671","SESTD1","SESD1_HUMAN"
"1587.2","ICA1L","ICA1L_HUMAN"
"1672","PECR","PECR_HUMAN"
"1673","FARSB","SYFB_HUMAN"
"1674","ANKMY1","ANKY1_HUMAN"
"1675","DZANK1","DZAN1_HUMAN"
"1676","PIGU","PIGU_HUMAN"
"1676.1","PIGU","PIGU_HUMAN"
"1677","ZNF334","ZN334_HUMAN"
"1678","STAU1","STAU1_HUMAN"
"1679","HPS4","HPS4_HUMAN"
"1680","DESI1","DESI1_HUMAN"
"1681","SRGAP3","SRGP3_HUMAN"
"1448.2","TBC1D5","TBCD5_HUMAN"
"1682","SEC22C","SC22C_HUMAN"
"1449.2","ANO10","ANO10_HUMAN"
"1449.3","ANO10","ANO10_HUMAN"
"1683","QARS","SYQ_HUMAN"
"1452.1","STX19","STX19_HUMAN"
"1684","KPNA1","IMA5_HUMAN"
"1685","TBL1XR1","TBL1R_HUMAN"
"1686","ZNF721","ZN721_HUMAN"
"1687","NELFA","NELFA_HUMAN"
"1688","SNCA","SYUA_HUMAN"
"1689","EIF4E","IF4E_HUMAN"
"1690","ANAPC10","APC10_HUMAN"
"1691","MTMR12","MTMRC_HUMAN"
"1692","OXCT1","SCOT1_HUMAN"
"1693","ARL15","ARL15_HUMAN"
"1694","WDR41","WDR41_HUMAN"
"1695","ATG12","ATG12_HUMAN"
"1696","PANK3","PANK3_HUMAN"
"1697","EEF1E1-BLOC1S5","C9J1V9_HUMAN"
"1698","SRPK1","SRPK1_HUMAN"
"1699","HACE1","HACE1_HUMAN"
"1700","ATG5","ATG5_HUMAN"
"1701","GOPC","GOPC_HUMAN"
"1702","RMND1","RMND1_HUMAN"
"1703","RFC2","RFC2_HUMAN"
"1704","POM121C","P121C_HUMAN"
"1478.1","NRCAM","NRCAM_HUMAN"
"1705","IMMP2L","IMP2L_HUMAN"
"1706","LMBR1","LMBR1_HUMAN"
"1707","GTF2E2","T2EB_HUMAN"
"1708","BRF2","BRF2_HUMAN"
"1709","RAD54B","RA54B_HUMAN"
"1710","TMEM65","TMM65_HUMAN"
"1711","EEF1D","EF1D_HUMAN"
"1712","ZNF251","ZN251_HUMAN"
"1713","FREM1","FREM1_HUMAN"
"1714","NMRK1","NRK1_HUMAN"
"1715","ZNF484","ZN484_HUMAN"
"1716","MAPKAP1","SIN1_HUMAN"
"1717","SYN1","SYN1_HUMAN"
"1718","HDAC8","HDAC8_HUMAN"
"1719","SMARCA1","SMCA1_HUMAN"
"1720","GABRA3","GBRA3_HUMAN"
"1721","CCT3","TCPG_HUMAN"
"1722","CHIT1","CHIT1_HUMAN"
"1723","ELK4","ELK4_HUMAN"
"1724","NSUN6","NSUN6_HUMAN"
"1725","CELF1","CELF1_HUMAN"
"1726","ZDHHC24","ZDH24_HUMAN"
"1727","FEZ1","FEZ1_HUMAN"
